NER-QM-005::The students will be able to plan and organize work teams
NER-QM-005::Schedule work and check progress
NER-QM-005::Train subordinates and develop training schedules; 
NER-QM-005::Mentor and provide feedback; 
NER-QM-005::Assist in preparing performance evaluation; 
NER-QM-005::Lead, direct, control subordinates 
NV-2201-0128::Basic first aid, land navigation, military navigation, military communication, firearm safety, 
NV-2201-0128::accomplish high risk security operations
NV-2201-0128::Identify and safely handle counter improvised explosive devices
NV-2201-0128::Perform basic movements while engaging targets 
NV-2201-0128::Exercising judgment-based engagement training 
NV-2201-0128::Demonstrate knowledge of combat mind set, Chemical, biological, radiological and nuclear training.  
NV-2202-0165::Demonstrate knowledge of general military and navy protocol 
NV-2202-0165::first aid
NV-2202-0165::personal health 
NV-2202-0165::safety
NV-2202-0165::basic swimming
NV-2202-0165::water survival skills 
NV-2202-0165::physical fitness
NV-2202-0165::fire fighting
ACE AR2201-0603::function as a junior level leader with essential skills in leadership, training, warfighting and administrarionaudiovisual materials
ACE AR2201-0603::battle focused training, map reading, field training
ACE AR1728-0167/mos31b002::demonstrate performance of basic military police procedures including arrests, traffic and security.
ACE AR1728-0167/mos31b002::identification of evidence and contraband
ACE AR1728-0167/mos31b002::profiency in weaponry, self defense and hand-to-hand combat
ACE AR1728-0167/mos31b002::lectured on topics include basic military police procedures, military operations in an urbun terrain, stress managemnt and terrorism. 
ACE AR1728-0167/mos31b002::enforces traffic regulations and law and order 
ACE AR1728-0167/mos31b002::excersise military control and dicipline
ACE AR1728-0167/mos31b002::guards prisoners of war
ACE AR1728-0167/mos31b002::responsible for traffic accdent investigation
ACE AR1728-0167/mos31b002::provides physical security for designated individuals, instalations, facilities and equipment
ACE AR1728-0167/mos31b002::maintains traffic control and enforces traffic regulations and safety. 
ACE AR1728-0167/mos31b002::participates in civil disturbunces and riot control operations
ACE AR1728-0167/mos31b002::responsible for law enforcement investigations 
ACE AR1728-0167/mos31b002::performs foot and motorized patrol and applies crime prevention measures
ACE AR1728-0167/mos31b002::prepares military police reports including sworn statements
ACE AR1728-0167/mos31b002::process evidence 
ACE AR2201-0399::skills to perform as a military soldier in a combat envirnment 
ACE AR2201-0399::tactical navigation
ACE AR2201-0399::landmine defense
ACE AR2201-0399::military communication 
ACE AR2201-0399::weapons skills
ACE AR2201-0399::physical conditioning 
ACE AR2201-0399::first aid
ACE AR2201-0399::marksmanship 
ACE AR1704-0300::plan, brief, conduct and analyze air reconnaissance and surveillance missions flown by the small unmanned aerial vehicle 
ACE AR1704-0300::interpret weather reports
ACE AR1704-0300::demonstrate knowledge of airspace limitations, aircraft performances and vehicle systems
ACE AR2201-0399::apply casualty care 
ACE AR2201-0399::employ land navigatin skills
ACE AR2201-0399::conduct physical fitness training 
ACE AR2201-0399::execude self defense 
ACE AR2201-0399::execute marksmanship skills
ACE AR2201-0399::first aid
NEW-CM-004::perform tasks involved in maintenance, repair and overhaul of automotive, materials handling and construction equipment 
NEW-CM-004::assign and supervise of assistants who locate, analyze and correct malfunctions in equipment and issue repair parts
NEW-CM-004::maintain records 
NEW-CM-004::prepare requisitions and reports
NEW-CM-004::train assistant 
NEW-CM-004::surpervise the troubleshooting, repair and maintain systems and functions on automotive
ACE nv1710-0118v04::read and understand special drawings and specificatins for light frame construction, heavy timber bridge construction, and pre-engineered buildings construction 
ACE nv1710-0118v04:::perform, under supervision, masonry construction, light frame construction, interior and exterior finishing 
ACE nv1710-0118v04:::build up roofing applications
ACE nv1710-0118v04:::wood frame structure preservation
ACE nv1710-0118v04:::heavy timber bridge construction 
ACE nv1710-0118v04:::pre-engineered building construction 
ACE AR1601-0277-v01::operate fuel pump
ACE AR1601-0277-v01::operate fuel tanker truck
ACE AR1601-0277-v01::measure particular contamination in fuel
ACE AR1601-0277-v01::dispense and retrive hose lines
ACE AR1601-0277-v01::ensure maintenance of safety and environmental conditions during operations
ACE AR1601-0277-v01::distribute aviation fuel
ACE AR1601-0277-v01::manage inventories
ACE nersn002::identify functions of navigation and shipboard equipment 
ACE nersn002::lowers, raises and launches lifesaving eqipment 
ACE nersn002::handles small boats
ACE nersn002::naviagtes by using several types of compasses
ACE nersn002::keeps records by degrees or points 
ACE nersn002::knows the navigational aids, nautical rules of the road and buoys of inland waters of the US
ACE nersn002::knows the nomenclature of decks, superstructures and parts of th ehull 
ACE nersn002::knows the purpose of and limitations of first aid and the first aid treatments for electrical shock, simple and compound fractures, heat exhustion, heat stroke, and burns
ACE nersn002::must be qualified ad a swimmer fourth class
ACE nersn002::determine of fore hoses and how to use carbon dioxide, dry chamical and water portable fire extinguishers 
