InstitutionName::InstitutionAddress::InstitutionCity::InstitutionState::InstitutionZipcode::InstitutionWebsite
Olivet College::320 South Main Street::Olivet::MI::49076::http://www.olivetcollege.edu
Kellog Community College::450 North Avenue::Battle Creek::MI::49017::http://www.kellog.edu
